date,module,actual_avg_balances,required_reserves,required_reserves_accounts,spread,ruonia,MAD_score_spread,MAD_score_RUONIA,Flag_EndOfPeriod,M1_signal
2022-05-01,M1_reserves,1464.9,1325.5,145.9,139.4000000000001,13.297777777777778,5.123552123552116,5.658866870830149,1,5.337678022463329
2022-06-01,M1_reserves,1774.4,1631.2,145.9,143.20000000000005,9.632857142857143,4.109756097561086,2.8242833682682753,1,3.5955670058439617
2022-07-01,M1_reserves,1719.6,1568.7,146.0,150.89999999999986,8.903809523809523,4.19662921348316,2.0665720975328443,1,3.344606367103034
2022-08-01,M1_reserves,1694.4,1562.1,146.0,132.30000000000018,7.94695652173913,2.7213930348258657,1.2687976767600615,1,2.140354891599544
2022-09-01,M1_reserves,2451.6,2320.5,145.9,131.0999999999999,7.691363636363636,2.362186788154864,1.038648342615876,1,1.8327714099392687
2022-10-01,M1_reserves,2430.3,2323.3,145.9,107.0,7.717142857142857,0.6283185840707964,1.0191038431740684,1,0.7846326877121053
2022-11-01,M1_reserves,2406.7,2305.2,145.9,101.5,7.333333333333333,0.04334828101644375,0.7937773599420336,1,0.3435199125866797
2022-12-01,M1_reserves,2460.6,2322.1,145.9,138.5,7.319047619047619,1.0655021834061067,0.7853905181343896,1,0.9534575172974198
2023-01-01,M1_reserves,2513.2,2431.6,145.9,81.59999999999991,7.0,-0.6226993865030748,0.5464698022278653,1,0.21858792089114615
2023-02-01,M1_reserves,2495.8,2402.1,265.4,93.70000000000027,7.135000000000001,-0.25153374233128345,0.4410657857406077,1,0.1764263142962431
2023-03-01,M1_reserves,2539.5,2453.2,265.4,86.30000000000018,7.33909090909091,-0.3424242424242387,0.3922975906208605,1,0.15691903624834422
2023-04-01,M1_reserves,3634.2,3547.9,265.3,86.29999999999973,7.149500000000001,-0.34242424242425246,0.12935923281270664,1,0.05174369312508266
2023-05-01,M1_reserves,3693.1,3611.6,271.3,81.5,7.211499999999999,-0.48787878787878863,0.07557166062726395,1,0.03022866425090558
2023-06-01,M1_reserves,3689.9,3621.4,271.3,68.5,7.292857142857143,-0.8818181818181798,0.09599230190865711,1,0.03839692076346285
2023-07-01,M1_reserves,4328.4,4255.8,271.3,72.59999999999945,7.83047619047619,-0.7656967840735203,0.5206909855430563,1,0.20827639421722252
2023-08-01,M1_reserves,4467.4,4385.3,271.7,82.09999999999945,10.339565217391305,-0.5032467532467724,2.4732819740074707,1,0.9893127896029883
2023-09-01,M1_reserves,4577.9,4503.9,271.7,74.0,12.22857142857143,-0.8280701754386013,3.8996159330002205,1,1.5598463732000882
2023-10-01,M1_reserves,4641.0,4562.5,271.7,78.5,13.032727272727271,-0.6920289855072536,4.4791353248041075,1,1.791654129921643
2023-11-01,M1_reserves,4667.076071714286,4595.6,271.7,71.47607171428535,14.797619047619047,-0.9779860494721492,5.792582648095318,1,2.317033059238127
2023-12-01,M1_reserves,4656.088571428571,4564.6,271.7,91.48857142857105,15.132499999999999,-0.04767184035478154,6.004092314616482,1,2.401636925846593
2024-01-01,M1_reserves,4723.0,4647.3,273.2,75.69999999999982,15.694705882352942,-0.7783143484237756,6.342994503541494,1,2.537197801416598
2024-02-01,M1_reserves,4799.78,4712.3,273.1,87.47999999999956,15.8285,-0.2487946853063227,6.310385811086757,1,2.524154324434703
2024-03-01,M1_reserves,4658.6,4571.8,504.2,86.80000000000018,15.594,-0.3003109729009173,6.076067043948627,1,2.430426817579451
2024-04-01,M1_reserves,4670.0,4581.9,504.2,88.10000000000036,15.701428571428572,-0.2329335110321096,5.906354568984286,1,2.3625418275937142
2024-05-01,M1_reserves,4751.6,4677.0,504.2,74.60000000000036,15.9475,-0.9326225381311687,5.5306038751787,1,2.21224155007148
2024-06-01,M1_reserves,4954.5,4742.1,504.1,212.39999999999964,15.651052631578947,5.828189242605539,5.136808243430996,1,5.5516368429357215
2024-07-01,M1_reserves,5134.3,4769.3,504.0,365.0,16.113478260869567,13.25172228294617,4.509762803702395,1,9.754938491248659
2024-08-01,M1_reserves,4989.1,4746.3,504.0,242.80000000000018,17.74318181818182,7.30705821001287,3.984506250769598,1,5.978037426315561
2024-09-01,M1_reserves,4923.8,4806.6,504.0,117.19999999999982,18.39047619047619,1.1969943183563572,3.5178110273621583,1,2.1253210019586777
2024-10-01,M1_reserves,5051.7,4925.4,504.0,126.30000000000018,18.902173913043477,1.63968206846843,3.1350507859357655,1,2.237829555455364
2024-11-01,M1_reserves,5135.4,5019.5,504.0,115.89999999999964,20.625714285714285,1.1337532111974833,2.348258848878178,1,1.619555466269761
2024-12-01,M1_reserves,5291.5,5136.3,499.3,155.19999999999982,21.125999999999998,3.045580527615488,1.8508973628203182,1,2.56770726169742
2025-01-01,M1_reserves,5232.9,5150.2,499.7,82.69999999999982,20.815882352941177,-0.4813273716289062,1.561954650117496,1,0.6247818600469984
2025-02-01,M1_reserves,5239.2,5181.7,499.7,57.5,20.826,-1.7072319104007418,1.3558820869942152,1,0.5423528347976861
2025-03-01,M1_reserves,5110.0,5064.8,560.8,45.19999999999982,21.36952380952381,-2.5106618477337,1.4646046316754362,1,0.5858418526701745
2025-04-01,M1_reserves,5052.1,4995.7,560.8,56.400000000000546,21.106363636363636,-1.7672595073119985,1.2554730096278948,1,0.502189203851158
2025-05-01,M1_reserves,5009.7,4963.4,560.8,46.30000000000018,20.797222222222224,-2.3810684105824227,0.9984027943306992,1,0.3993611177322797
2025-06-01,M1_reserves,5027.02,4960.1,554.8,66.92000000000007,20.082105263157896,-1.1852458941873583,0.866910381575436,1,0.3467641526301744
2025-07-01,M1_reserves,4996.1,4950.9,554.8,45.20000000000073,19.28391304347826,-2.490909090909044,0.7062824815329714,1,0.2825129926131886
2025-08-01,M1_reserves,5058.6,5003.6,554.8,55.0,17.73333333333333,-1.787878787878774,0.4089347389900715,1,0.1635738955960286
2025-09-01,M1_reserves,5147.3,5080.5,554.8,66.80000000000018,17.198636363636364,-1.0619469026548591,0.3222980849162826,1,0.12891923396651303
2025-10-01,M1_reserves,5250.5,5185.4,554.6,65.10000000000036,16.49478260869565,-1.184582743988666,0.18585730662222202,1,0.07434292264888881
2025-11-01,M1_reserves,5265.5,5203.3,554.1,62.19999999999982,16.323684210526313,-1.3981213872832552,0.1235047810033126,1,0.04940191240132504
2025-12-01,M1_reserves,5428.5,5307.6,554.1,120.89999999999964,16.04,2.843208092485543,0.014797192627485873,1,1.7118437325423201
2026-01-01,M1_reserves,5414.2,5314.3,554.6,99.89999999999964,15.692666666666668,1.2115127175368403,-0.10259343061924851,1,0.7269076305221042
2026-02-01,M1_reserves,5451.2,5342.2,554.6,109.0,15.325263157894737,1.7160883280757862,-0.25201429895895244,1,1.0296529968454717
2026-03-01,M1_reserves,5407.2,5301.4,587.5,105.80000000000018,14.974761904761904,1.3793103448276411,-0.49153365265397153,1,0.8275862068965847
2026-04-01,M1_reserves,5445.4,5315.5,587.5,129.89999999999964,14.638636363636364,2.551724137931042,-0.7767886222994231,1,1.531034482758625
